"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"310M100US29380","Lake City, FL Micro Area","22636","1411","8.9","3.0","4.9","2.0","19.4","3.9","15.1","3.8","16.9","3.8","16.0","3.7","3.1","5.1","2.1","2.0","1.3","1.4","1.1","36542","3917","49302","4532","42.3","(X)","(X)","(X)","(X)","(X)","14248","1203","8.7","4.1","3.3","2.3","16.5","4.7","12.9","4.5","16.9","4.8","19.6","4.8","10.6","3.6","6.9","2.5","2.7","1.9","1.8","1.6","41331","8602","55260","6308","(X)","(X)","39.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","51708","5488","10.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8388","1282","10.7","5.1","10.0","4.7","26.2","7.0","19.9","7.7","6.3","6.6","3.9","6.1","4.4","2.0","3.0","0.7","1.2","0.8","1.3","25854","1847","34655","4736","(X)","(X)","(X)","(X)","46.7","(X)","17.0"
"310M100US29580","Lancaster, SC Micro Area","28792","1138","11.6","2.8","5.7","2.0","12.5","3.0","8.8","2.1","15.3","3.1","20.4","4.3","3.3","8.8","2.6","2.0","1.3","2.9","1.3","44959","4635","56033","3463","34.6","(X)","(X)","(X)","(X)","(X)","20778","1537","10.5","3.4","5.2","2.0","10.2","3.4","6.7","2.2","14.2","3.7","20.4","5.1","16.0","4.3","11.4","3.4","1.4","1.3","4.0","1.8","53575","4889","62346","4627","(X)","(X)","32.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","65982","6900","12.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8014","1349","16.7","6.0","8.6","4.5","18.6","6.3","13.8","5.1","6.0","20.0","7.4","1.6","1.6","1.2","2.0","3.4","3.3","0.0","2.0","27396","4597","37094","6123","(X)","(X)","(X)","(X)","39.7","(X)","15.9"
"310M100US29420","Lake Havasu City-Kingman, AZ Metro Area","79239","3069","10.4","1.7","6.7","1.4","18.1","2.0","15.6","2.1","16.6","2.3","16.6","2.4","1.4","6.6","1.5","1.5","0.7","1.7","0.9","34445","1964","47610","3176","30.3","(X)","(X)","(X)","(X)","(X)","48396","2863","7.5","2.0","4.2","1.6","14.7","2.3","14.3","2.5","17.0","2.7","22.0","3.2","8.3","2.2","8.0","1.9","1.4","0.7","2.5","1.5","42493","3458","55780","5259","(X)","(X)","32.5","(X)","(X)","(X)","36625","2633","3.8","1.6","2.1","1.0","12.7","2.5","12.7","3.0","18.4","3.5","25.3","3.7","9.5","2.9","10.4","2.5","1.8","1.0","3.3","2.0","50420","4109","6.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30843","2514","16.8","3.4","12.3","3.3","25.4","4.1","16.4","3.4","3.7","6.1","2.1","2.7","1.2","4.3","2.6","0.8","0.9","0.3","0.4","23546","1365","31854","3274","(X)","(X)","(X)","(X)","25.6","(X)","14.9"
"310M100US29460","Lakeland-Winter Haven, FL Metro Area","223507","4611","7.6","0.9","6.8","0.9","13.0","1.2","14.3","1.3","17.5","1.5","19.2","1.4","1.1","6.8","0.8","2.2","0.5","2.0","0.4","41325","1271","53669","1794","36.7","(X)","(X)","(X)","(X)","(X)","154103","4734","6.0","1.1","4.3","1.0","9.1","1.2","13.9","1.6","18.7","1.8","21.1","1.8","13.2","1.5","8.1","1.1","2.8","0.7","2.6","0.6","47783","2282","61018","2453","(X)","(X)","37.3","(X)","(X)","(X)","111633","4524","2.2","0.7","2.3","0.8","6.5","1.2","11.8","2.0","19.5","2.3","24.0","2.1","16.3","2.1","10.0","1.4","3.8","0.9","3.4","0.9","55360","2322","10.6","70831","3137","(X)","(X)","(X)","(X)","(X)","(X)","69404","2905","14.2","2.0","12.6","2.0","21.1","2.6","15.8","1.9","1.5","13.2","1.8","4.1","1.0","3.2","1.1","0.4","0.3","0.5","0.4","26398","1956","34545","1694","(X)","(X)","(X)","(X)","32.1","(X)","14.9"
"310M100US29540","Lancaster, PA Metro Area","194198","2136","4.9","0.8","4.2","0.7","9.8","1.0","10.5","1.1","16.1","1.2","20.5","1.4","1.2","12.2","1.2","4.1","0.6","2.9","0.5","54776","2040","68433","2041","28.9","(X)","(X)","(X)","(X)","(X)","138426","3466","2.9","0.7","2.3","0.7","6.4","1.1","8.5","1.1","15.4","1.5","21.7","1.5","18.6","1.4","15.2","1.6","5.2","0.7","3.6","0.7","66530","2623","78582","2594","(X)","(X)","29.5","(X)","(X)","(X)","112299","3137","1.4","0.5","0.8","0.4","3.5","0.9","7.2","1.1","15.1","1.5","23.1","1.8","20.8","1.7","17.7","1.9","6.2","0.9","4.2","0.8","73730","2845","14.8","86674","2944","(X)","(X)","(X)","(X)","(X)","(X)","55772","3437","12.0","2.0","8.5","1.8","19.0","2.0","15.7","2.7","2.8","15.5","2.4","5.3","1.4","4.0","1.2","1.1","0.7","0.9","0.7","31008","1509","40724","3033","(X)","(X)","(X)","(X)","27.3","(X)","17.8"
"310M100US29620","Lansing-East Lansing, MI Metro Area","181262","2353","9.2","1.0","6.2","0.8","12.1","1.1","9.9","1.0","13.8","1.3","19.9","1.2","0.9","11.7","0.9","3.0","0.5","2.6","0.5","48637","1695","63168","2101","22.2","(X)","(X)","(X)","(X)","(X)","108344","2454","6.5","1.1","3.3","0.8","8.1","1.1","7.8","1.2","13.6","1.4","20.3","1.6","15.4","1.2","16.6","1.3","4.5","0.7","3.9","0.8","62555","2236","77841","3154","(X)","(X)","21.6","(X)","(X)","(X)","79049","2330","1.5","0.5","1.6","0.6","5.0","1.1","5.1","1.0","13.4","1.5","22.5","1.9","18.4","1.6","21.3","1.5","6.1","0.9","5.1","1.0","75921","2251","11.6","92969","3930","(X)","(X)","(X)","(X)","(X)","(X)","72918","2778","14.2","1.9","10.9","1.6","19.0","2.1","12.9","1.6","2.0","18.2","1.7","5.6","1.2","3.7","0.9","0.6","0.3","0.6","0.4","29146","1988","39148","2127","(X)","(X)","(X)","(X)","21.9","(X)","14.3"
"310M100US29700","Laredo, TX Metro Area","68980","1382","14.4","2.0","8.3","1.3","13.0","1.9","12.5","1.8","13.2","1.7","17.8","2.2","1.9","7.7","1.3","2.2","0.8","1.1","0.4","36624","2705","49932","2438","20.9","(X)","(X)","(X)","(X)","(X)","56424","1767","11.9","1.9","7.0","1.3","13.9","2.3","11.7","1.9","14.3","2.0","19.0","2.5","10.0","2.0","8.6","1.6","2.3","0.8","1.3","0.5","41065","3902","52957","3042","(X)","(X)","21.5","(X)","(X)","(X)","36770","2104","6.9","2.4","4.2","1.4","10.0","2.0","10.9","2.4","15.1","2.7","22.7","3.2","13.4","2.9","12.1","2.4","3.1","1.1","1.8","0.8","51878","2628","9.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12556","1561","29.4","6.9","14.3","3.6","11.1","4.1","15.9","4.4","3.0","8.8","4.2","6.5","3.6","2.9","1.8","1.7","1.4","0.5","0.5","18731","5967","32254","4263","(X)","(X)","(X)","(X)","15.5","(X)","8.9"
"310M100US29740","Las Cruces, NM Metro Area","73717","1753","11.3","2.0","7.1","1.5","15.9","2.3","13.3","2.3","13.8","2.3","16.1","2.7","1.8","7.8","1.7","2.6","1.0","1.6","0.8","37566","2717","51176","2213","19.8","(X)","(X)","(X)","(X)","(X)","54312","2287","8.1","1.7","6.8","1.8","15.1","2.6","12.4","2.6","15.2","2.9","17.6","3.0","10.2","2.0","9.5","2.2","3.3","1.4","1.8","1.0","42925","3274","55781","3021","(X)","(X)","21.0","(X)","(X)","(X)","36698","2483","2.4","1.3","5.1","1.9","12.9","2.7","10.1","2.6","15.9","3.2","21.5","4.5","13.4","2.9","12.2","2.9","4.1","1.8","2.5","1.4","53812","4553","10.6","66240","3935","(X)","(X)","(X)","(X)","(X)","(X)","19405","2176","22.8","5.8","8.0","2.8","20.1","4.6","16.4","4.5","2.9","11.8","4.4","7.4","3.3","2.9","1.6","0.2","0.4","0.9","1.4","24273","4132","34368","4732","(X)","(X)","(X)","(X)","16.3","(X)","9.6"
"310M100US29820","Las Vegas-Paradise, NV Metro Area","715837","6519","6.5","0.5","4.8","0.4","11.3","0.6","12.0","0.6","15.9","0.7","20.1","0.8","0.6","10.6","0.6","3.6","0.3","3.2","0.4","49546","874","66429","1534","33.2","(X)","(X)","(X)","(X)","(X)","461687","7824","4.5","0.5","3.6","0.5","9.6","0.8","10.5","0.8","15.9","0.8","20.6","1.0","14.0","0.8","12.9","0.9","4.5","0.5","4.0","0.4","56223","1237","74609","2181","(X)","(X)","33.9","(X)","(X)","(X)","305027","7697","1.5","0.3","1.8","0.3","6.8","0.7","8.5","0.8","14.3","1.1","21.9","1.2","17.1","1.0","16.6","1.1","6.1","0.6","5.3","0.5","68655","2011","12.1","87716","2610","(X)","(X)","(X)","(X)","(X)","(X)","254150","7668","11.6","1.0","7.5","0.7","15.6","1.2","15.0","1.0","1.2","17.9","1.3","7.4","0.8","5.2","0.6","1.8","0.4","1.4","0.3","35135","1306","47646","1696","(X)","(X)","(X)","(X)","29.6","(X)","16.6"
"310M100US29860","Laurel, MS Micro Area","31722","1152","12.1","2.7","10.0","2.6","15.3","3.4","13.6","3.2","15.1","3.8","15.3","3.6","2.2","7.5","2.6","1.7","1.3","2.4","1.4","34064","3583","50237","4941","43.2","(X)","(X)","(X)","(X)","(X)","22149","1570","11.9","3.6","3.5","1.9","12.6","3.1","12.9","3.2","16.8","4.9","19.0","4.6","8.2","2.9","9.3","3.6","2.4","1.9","3.3","2.0","42093","3528","59237","6964","(X)","(X)","42.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","52422","11080","7.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9573","1245","20.0","5.9","25.1","7.1","18.3","6.4","15.1","6.6","5.2","5.6","3.0","3.4","3.3","3.4","2.6","0.2","0.4","0.4","0.5","16169","1760","26901","3561","(X)","(X)","(X)","(X)","40.5","(X)","8.6"
"310M100US29940","Lawrence, KS Metro Area","43992","1270","8.2","1.9","7.9","2.1","12.2","3.0","8.8","2.2","12.6","2.4","20.0","3.1","2.1","11.9","2.6","3.2","1.2","4.2","1.4","50184","4856","65658","4144","21.9","(X)","(X)","(X)","(X)","(X)","23946","1822","4.3","2.4","3.9","1.7","8.1","3.1","6.0","2.2","10.7","3.1","21.1","4.5","15.1","3.6","18.8","4.5","5.5","2.0","6.4","2.5","70384","9086","86323","7320","(X)","(X)","22.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82953","11544","10.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20046","1417","14.4","3.5","12.9","4.4","16.7","5.1","12.9","3.8","4.4","17.0","4.4","6.0","2.5","3.4","2.5","0.8","0.9","1.2","1.1","29178","6376","39084","4160","(X)","(X)","(X)","(X)","19.7","(X)","14.7"
"310M100US30020","Lawton, OK Metro Area","43470","1497","9.0","1.7","7.4","2.0","8.8","1.9","11.6","2.3","19.4","2.9","18.8","2.6","2.0","9.3","2.0","2.4","0.9","1.5","1.0","44874","1629","55059","2424","28.6","(X)","(X)","(X)","(X)","(X)","28105","1671","7.1","2.1","2.8","1.5","8.8","2.6","11.6","2.7","17.7","2.6","19.9","3.3","14.3","2.7","13.3","2.7","3.1","1.2","1.5","1.0","53520","5523","62565","3256","(X)","(X)","27.3","(X)","(X)","(X)","19854","1514","4.2","2.1","2.0","1.2","3.8","1.7","10.6","3.3","15.2","3.1","23.4","3.7","17.7","3.7","16.6","3.5","4.4","1.7","2.1","1.4","65124","6090","11.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15365","1516","14.6","3.7","14.8","4.2","12.9","3.4","9.6","3.2","6.2","16.7","4.8","4.8","2.5","3.1","2.3","0.0","0.6","1.5","2.3","33582","4211","38122","4394","(X)","(X)","(X)","(X)","26.7","(X)","22.1"
"310M100US30100","Lebanon, NH-VT Micro Area","73012","1748","5.6","1.3","5.3","1.3","11.0","1.7","11.3","1.9","14.6","1.7","18.5","1.9","1.7","12.2","1.5","5.7","1.2","4.0","0.9","51723","2414","71200","3732","25.8","(X)","(X)","(X)","(X)","(X)","44691","1938","2.4","1.2","2.3","0.8","7.1","1.5","7.4","1.6","15.5","2.1","20.2","2.5","15.4","2.1","16.9","2.2","7.1","1.6","5.7","1.4","67790","3381","87047","4721","(X)","(X)","25.6","(X)","(X)","(X)","34122","2032","0.4","0.2","0.7","0.5","4.0","1.1","5.4","1.3","12.8","2.0","21.2","2.9","19.3","2.5","20.5","2.6","8.7","1.9","7.1","1.7","80134","3203","11.8","98597","4872","(X)","(X)","(X)","(X)","(X)","(X)","28321","1797","11.4","2.6","11.3","2.9","17.7","3.3","17.2","3.7","2.8","15.1","3.0","4.7","1.5","4.1","1.5","3.0","1.6","1.4","0.8","30436","2308","43603","4182","(X)","(X)","(X)","(X)","25.1","(X)","14.1"
"310M100US30140","Lebanon, PA Metro Area","52424","1030","5.6","1.6","5.7","1.5","10.7","1.9","9.8","2.0","15.6","2.1","21.4","2.2","1.9","10.5","1.7","2.4","0.9","1.7","0.7","51557","1758","61910","3010","43.7","(X)","(X)","(X)","(X)","(X)","34949","1598","4.3","1.4","2.9","1.4","6.5","1.8","7.6","2.0","14.7","2.5","24.3","3.1","19.7","2.6","14.5","2.1","3.2","1.2","2.4","1.0","64483","3106","72651","3542","(X)","(X)","41.9","(X)","(X)","(X)","27007","1700","1.1","1.0","1.8","1.2","4.3","1.4","6.7","2.0","13.4","3.0","26.0","3.4","22.5","3.0","17.3","2.9","3.9","1.7","2.9","1.2","71092","2545","16.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17475","1534","10.8","4.0","11.3","3.3","20.7","4.6","15.1","4.0","4.7","12.1","2.7","8.5","3.3","2.6","1.6","1.0","1.0","0.1","0.2","29635","3998","37386","3199","(X)","(X)","(X)","(X)","47.0","(X)","17.8"
"310M100US30300","Lewiston, ID-WA Metro Area","25325","971","7.3","2.1","6.6","2.2","11.8","2.8","14.0","3.1","15.4","3.3","21.2","3.9","2.8","8.0","2.1","3.2","1.3","0.9","0.7","44568","5099","54929","3232","22.2","(X)","(X)","(X)","(X)","(X)","16169","1059","3.1","1.8","2.0","1.1","9.8","2.8","14.3","3.8","15.7","3.9","24.3","4.9","14.3","3.7","10.6","2.9","4.7","2.0","1.2","1.0","57813","7373","64353","3193","(X)","(X)","25.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","64942","4776","11.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9156","1263","16.3","5.1","13.4","4.9","17.2","5.2","17.6","5.7","4.6","13.6","5.4","5.7","3.4","2.6","2.0","0.4","0.6","0.3","0.6","26430","3488","35876","5576","(X)","(X)","(X)","(X)","15.7","(X)","12.9"
"310M100US30340","Lewiston-Auburn, ME Metro Area","44641","1029","7.5","1.7","8.0","1.9","13.9","2.4","10.9","2.2","12.6","2.0","20.0","2.9","2.1","11.0","2.1","2.1","0.8","2.3","1.3","44297","6105","60903","7076","21.7","(X)","(X)","(X)","(X)","(X)","27924","1700","4.8","2.2","5.3","2.3","8.8","2.9","6.4","1.7","11.8","2.5","25.8","3.8","15.9","2.7","15.0","3.1","3.2","1.4","2.8","1.8","60338","4377","75043","10107","(X)","(X)","17.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71361","4160","11.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16717","1674","14.9","3.7","14.2","3.3","22.1","4.6","17.2","4.4","3.8","11.1","4.3","4.3","2.9","2.2","1.4","0.2","0.4","0.1","0.2","23428","5268","31264","2908","(X)","(X)","(X)","(X)","24.6","(X)","13.7"
"310M100US30460","Lexington-Fayette, KY Metro Area","191487","2403","8.5","0.8","5.5","0.7","11.2","1.1","11.8","1.1","14.7","1.3","16.7","1.2","1.1","12.1","1.0","3.9","0.7","4.0","0.6","47952","1922","68467","2158","20.7","(X)","(X)","(X)","(X)","(X)","119658","3654","5.1","0.9","2.5","0.6","8.3","1.2","9.3","1.2","13.9","1.4","18.5","1.6","14.6","1.5","17.1","1.5","5.5","1.1","5.3","0.9","64832","2540","84278","3425","(X)","(X)","20.4","(X)","(X)","(X)","86695","3066","1.0","0.4","1.5","0.6","5.1","1.1","6.0","1.2","13.6","1.7","19.5","1.8","17.7","1.9","21.4","2.1","7.0","1.4","7.1","1.2","78782","3146","11.6","100137","4467","(X)","(X)","(X)","(X)","(X)","(X)","71829","3207","15.0","2.2","10.8","1.5","17.5","2.1","16.4","2.3","2.0","12.6","1.5","6.1","1.2","4.2","1.1","0.6","0.3","1.6","0.8","29316","2686","39742","2061","(X)","(X)","(X)","(X)","20.4","(X)","15.1"
"310M100US30500","Lexington Park, MD Micro Area","39195","1166","2.5","1.2","3.7","1.5","4.8","1.8","4.3","2.0","7.6","2.4","16.9","3.5","3.9","25.5","3.4","9.5","2.4","5.6","2.0","86358","2573","101264","7542","24.5","(X)","(X)","(X)","(X)","(X)","29743","1838","1.4","1.3","2.8","1.8","3.1","1.5","3.1","2.2","6.9","2.6","17.4","4.3","17.8","3.9","29.2","4.2","11.4","3.2","7.0","2.5","94940","7251","111975","9767","(X)","(X)","25.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105433","4565","19.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9452","1338","8.7","4.3","7.2","3.4","8.0","4.0","8.2","3.8","4.9","17.2","5.8","22.8","7.7","14.2","5.2","1.4","1.6","1.1","1.4","60637","10477","62905","6077","(X)","(X)","(X)","(X)","22.1","(X)","11.3"
"310M100US30620","Lima, OH Metro Area","40366","1058","11.0","2.5","6.6","1.6","11.8","1.9","12.7","2.4","15.1","2.4","21.6","2.9","1.9","8.9","1.7","1.3","0.7","2.3","0.9","41729","2743","54480","2973","23.9","(X)","(X)","(X)","(X)","(X)","25635","1356","7.0","2.4","4.2","1.9","9.6","2.4","11.8","2.9","15.6","2.9","22.5","3.1","11.9","2.7","12.4","2.7","1.8","1.0","3.1","1.4","51542","3775","63486","4345","(X)","(X)","22.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","65127","4557","8.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14731","1386","20.9","5.5","9.8","3.2","17.3","4.0","14.0","3.9","3.8","16.9","4.2","3.1","1.9","1.9","1.5","0.0","0.9","1.0","0.8","26731","4565","35834","4478","(X)","(X)","(X)","(X)","24.7","(X)","14.9"
"310M100US30700","Lincoln, NE Metro Area","121906","2035","6.9","1.0","5.2","0.8","11.6","1.5","10.1","1.4","15.5","1.7","18.7","1.6","1.3","11.3","1.2","3.7","0.7","3.5","0.7","50668","1714","66531","2195","20.1","(X)","(X)","(X)","(X)","(X)","74393","2597","4.0","0.8","2.2","0.7","6.4","1.4","7.9","1.6","13.7","1.9","22.1","2.0","16.6","1.7","16.5","1.9","5.3","1.0","5.3","1.1","67437","3169","82154","2815","(X)","(X)","17.9","(X)","(X)","(X)","59111","2383","1.6","0.7","0.8","0.4","4.2","1.3","5.1","1.3","11.9","2.0","24.0","2.3","19.0","2.0","20.2","2.3","6.6","1.3","6.7","1.3","77503","3082","13.4","93597","3247","(X)","(X)","(X)","(X)","(X)","(X)","47513","2621","13.3","2.3","10.0","1.7","19.2","3.2","13.9","2.5","3.1","13.3","2.1","7.6","2.1","2.6","1.0","1.0","0.6","0.6","0.4","30673","2231","40054","2974","(X)","(X)","(X)","(X)","22.1","(X)","18.4"
"310M100US30740","Lincolnton, NC Micro Area","31298","939","9.0","2.9","6.9","1.9","9.2","2.4","11.8","2.8","16.6","3.1","19.2","3.6","2.5","9.0","2.0","4.1","2.0","3.0","1.3","46098","3428","60870","4883","25.1","(X)","(X)","(X)","(X)","(X)","22103","1414","4.4","2.4","2.9","1.4","8.3","3.0","10.6","3.2","18.2","3.6","21.2","4.8","13.6","3.5","11.7","2.8","5.3","2.7","3.9","1.8","53866","5285","71217","6114","(X)","(X)","23.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63942","5597","11.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9195","1239","19.9","7.5","16.5","5.5","12.9","4.5","14.8","5.6","5.1","13.6","5.7","5.8","3.3","2.5","1.9","1.2","1.6","0.8","1.0","25451","5441","35511","4876","(X)","(X)","(X)","(X)","29.7","(X)","12.1"
"310M100US30780","Little Rock-North Little Rock-Conway, AR Metro Area","277026","3353","7.7","0.9","6.4","0.7","12.1","1.0","11.0","1.0","14.5","1.0","18.9","1.3","0.9","11.3","0.8","3.2","0.5","2.6","0.4","47845","1530","62601","1482","28.4","(X)","(X)","(X)","(X)","(X)","176673","3966","4.0","0.9","3.6","0.8","8.5","1.0","9.5","1.1","14.5","1.4","21.6","1.6","15.0","1.2","15.5","1.3","4.3","0.8","3.5","0.6","60205","1654","75019","2001","(X)","(X)","27.8","(X)","(X)","(X)","128443","3686","1.4","0.6","1.5","0.6","4.7","0.9","7.7","1.1","13.9","1.6","23.7","1.9","17.6","1.5","19.7","1.7","5.5","1.0","4.4","0.8","71525","2185","12.3","86733","2521","(X)","(X)","(X)","(X)","(X)","(X)","100353","3621","14.9","1.7","11.7","1.6","18.6","2.1","14.0","1.7","1.9","13.9","1.8","6.3","1.3","3.2","0.9","1.3","0.6","1.0","0.4","28203","2726","39109","1690","(X)","(X)","(X)","(X)","28.5","(X)","15.1"
"310M100US30860","Logan, UT-ID Metro Area","39798","882","5.4","1.4","5.9","1.6","14.0","2.6","11.4","2.1","17.6","2.7","21.3","2.7","1.7","9.4","1.7","3.1","1.0","2.2","0.8","45813","3501","59885","3177","21.4","(X)","(X)","(X)","(X)","(X)","29189","1388","4.0","1.5","1.9","1.2","9.9","2.4","11.9","2.6","18.4","3.1","24.9","3.3","11.3","1.9","11.6","2.2","3.6","1.1","2.6","1.0","54378","4235","67590","3901","(X)","(X)","19.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","57420","3314","9.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10609","1244","10.7","3.5","16.3","5.4","25.8","5.9","9.8","4.0","5.0","9.4","3.9","5.7","3.5","3.0","2.2","1.6","1.8","1.3","1.3","24205","2400","37448","5555","(X)","(X)","(X)","(X)","26.4","(X)","16.5"
"310M100US30980","Longview, TX Metro Area","75316","2146","7.1","1.5","6.5","1.2","13.7","1.8","13.1","2.0","15.4","2.3","19.0","2.1","1.6","10.4","1.8","3.8","1.2","2.0","0.7","42522","2553","59225","3048","26.1","(X)","(X)","(X)","(X)","(X)","50824","2526","4.8","1.5","4.2","1.3","9.9","1.8","10.6","2.3","15.5","2.8","20.5","2.6","12.6","2.3","14.3","2.7","4.8","1.6","2.6","0.9","54073","2654","69270","3614","(X)","(X)","24.8","(X)","(X)","(X)","35779","2397","0.5","0.4","2.1","0.9","5.7","1.8","10.6","2.7","14.2","3.1","23.0","3.4","16.1","3.0","17.3","3.5","6.8","2.2","3.6","1.2","67384","6041","9.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24492","2217","13.9","3.6","13.0","2.9","22.5","4.5","16.2","4.2","3.3","15.6","3.9","2.0","1.3","2.2","1.4","0.2","0.3","0.8","0.8","25196","3561","35455","6235","(X)","(X)","(X)","(X)","26.7","(X)","13.5"
"310M100US31020","Longview, WA Metro Area","38834","1245","10.4","2.1","5.0","1.5","13.2","2.4","7.9","1.6","15.7","2.4","23.3","3.3","2.0","10.2","2.3","2.5","1.0","0.9","0.5","47692","3065","56419","3963","17.3","(X)","(X)","(X)","(X)","(X)","25660","1532","6.4","2.3","3.1","1.7","7.8","2.4","9.1","2.2","16.9","3.4","27.7","4.3","11.9","2.7","12.7","3.2","3.3","1.5","1.0","0.7","55241","3861","63668","3973","(X)","(X)","17.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","64113","7071","10.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13174","1338","19.0","4.7","9.5","3.5","24.1","5.3","8.5","3.3","3.9","14.2","4.1","8.0","3.4","3.3","2.1","0.7","0.8","0.6","0.7","23867","3128","38990","7808","(X)","(X)","(X)","(X)","14.6","(X)","12.1"
